track_id,track_name,artist_names,album_id,album_name,album_release_date,release_year,artist_ids,duration_ms,album_total_tracks,track_popularity,genre,gender
5j0McHPthKpOXRr3fBq8M0,love in this club (feat. young jeezy),usher; jeezy,2peB0xKYHSlIWc5boFA6PW,here i stand,2008-05-27 00:00:00+00:00,2008,23zg3TcAtWQy7J6upgbUnj; 4yBK75WVCQXej1p04GWqxH,259720,18,76,crunk; gangster rap; r&b; rap; southern hip hop,group
5tdKaKLnC4SgtDZ6RlWeal,how will i know,whitney houston,2MH37enG6IPvNK5QFLyKes,whitney houston,1985-02-14 00:00:00+00:00,1985,6XpaIBNiVzIetEPCWDvAFP,269696,10,75,unknown,female
5WwqdeavrQrbeAMDxGawse,can't fight this feeling,reo speedwagon,35KafpmKh0nDLzBLV75MpR,wheels are turnin',1984-11-05 00:00:00+00:00,1984,55vs7NT1KxcFjbMC4y202E,294773,9,75,aor; classic rock; soft rock,unknown
7GAaTpSoTWUTbP2Yxlt4Hd,need you now,lady a,5RypFF6rN9MUxFe4aAWA28,need you now,2010-01-01 00:00:00+00:00,2010,32WkQRZEVKSzVAAYqukAEA,236440,12,75,country; pop country,unknown
2wn0AYkmcF0Cm7PmvA7hJ7,pretty & petty,cardi b,1LsNb6mVitbLZCxnRsbCDJ,am i the drama?,2025-09-19 00:00:00+00:00,2025,4kYSro6naA4h99UJvo89HB,183416,23,75,unknown,female
2gQaQUhDCNGfBVXTvxAmXQ,shout,tears for fears,7y7459SFZReE5Wec4hejv5,songs from the big chair,1985-02-25 00:00:00+00:00,1985,4bthk9UfsYUYdcFyqxmSUU,393666,8,75,new wave; synthpop,unknown
4Oun2ylbjFKMPTiaSbbCih,wap (feat. megan thee stallion),cardi b; megan thee stallion,2ogiazbrNEx0kQHGl5ZBTQ,wap (feat. megan thee stallion),2020-08-07 00:00:00+00:00,2020,4kYSro6naA4h99UJvo89HB; 181bsRPaVXVlUKXrxwZfHK,187541,1,75,unknown,group
3cbV252akVZInSvJk7jAYX,flashdance...what a feeling - radio edit,irene cara,0BK4XIgJ3AublHWN48vNzS,what a feelin',1983-11-02 00:00:00+00:00,1983,3oZa8Xs6IjlIUGLAhVyK4G,237053,15,75,unknown,female
7DFawVSjI88xR9mjnWwURg,if you don't know me by now - 2008 remaster,simply red,0R8Pl54TXSwXWtAEVaP7ew,a new flame (expanded version),unknown,0,1fa0cOhromAZdq2xRA4vv8,204000,15,75,unknown,unknown
5VSAonaAPhhGn0G7hMYwWK,sister golden hair,america,6Ef4yClroC8pMGktYOUd5n,hearts,unknown,0,35U9lQaRWSQISxQAB94Meo,199573,12,75,folk rock; soft rock; yacht rock,unknown
2wSAWEYUHkt92X4SBAPqZE,karma chameleon - remastered 2002,culture club,51NPMfa9QfxsYtqzcB2VfY,colour by numbers (remastered / expanded edition),1983-10-01 00:00:00+00:00,1983,6kz53iCdBSqhQCZ21CoLcc,252773,15,75,unknown,unknown
5Ihd9HrPvOADyVoonH9ZjB,un-break my heart,toni braxton,6rxtWZH5ua9eANwWdwwf9o,secrets,1996-06-18 00:00:00+00:00,1996,3X458ddYA2YcVWuVIGGOYe,270333,12,75,r&b,female
0GTK6TesV108Jj5D3MHsYb,owner of a lonely heart,yes,6nNlTIiFd3J06W0rJiiwlz,90125 (deluxe version),1983-06-01 00:00:00+00:00,1983,7AC976RDJzL2asmZuz7qil,268506,15,75,aor; art rock; progressive rock,unknown
608xszaAxVh4m7NcKJiAbF,one of these nights - 2013 remaster,eagles,0F77QekrNe8vVAjU2sepja,one of these nights (2013 remaster),1975-06-10 00:00:00+00:00,1975,0ECwFtbIWEVNwjlrfc6xoL,291685,9,75,classic rock; soft rock; yacht rock,unknown
3swc6WTsr7rl9DqQKQA55C,psycho (feat. ty dolla $ign),post malone; ty dolla $ign,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,2018-04-27 00:00:00+00:00,2018,246dkjvS1zLTtiykXe5h60; 7c0XG5cIJTrrAgEC3ULPiq,221440,18,75,trap soul,group
5IMtdHjJ1OtkxbGe4zfUxQ,escape (the pina colada song),rupert holmes,163iYwl7Kdm9ayTnD4VyfN,partners in crime,1979-01-01 00:00:00+00:00,1979,0TqIPD4IS1w4e30R38B3vj,276493,10,75,yacht rock,male
6qspW4YKycviDFjHBOaqUY,waterfalls,tlc,5eg56dCpFn32neJak2vk0f,crazysexycool,1994-11-15 00:00:00+00:00,1994,0TImkz4nPqjegtVSMZnMRq,279506,16,75,unknown,unknown
2olVm1lHicpveMAo4AUDRB,the power of love,huey lewis & the news,0u34k1ANjgZ47uQfG9yaLj,greatest hits: huey lewis and the news,2006-01-01 00:00:00+00:00,2006,7A9yZMTrFZcgEWAX2kBfK6,234333,21,75,unknown,unknown
0hrBpAOgrt8RXigk83LLNE,the sign,ace of base,5UwIyIyFzkM7wKeGtRJPgB,the sign,1993-12-24 00:00:00+00:00,1993,5ksRONqssB7BR161NTtJAm,191240,13,75,eurodance; europop,unknown
7mitXLIMCflkhZiD34uEQI,party rock anthem,lmfao; lauren bennett; goonrock,0D49RvtlLCKyxeDKDnBU2R,sorry for party rocking,2011-01-01 00:00:00+00:00,2011,3sgFRtyBnxXD5ESfmbK4dl; 2jLE4BoXHriQ96JagEtiDP; 53sIBaVjXQhfH89Vu6nEGh,262146,16,75,unknown,group
3YKptz29AsOlm7WAVnztBh,kiss from a rose,seal,1mSECpFqHRW6leG4idqTE1,seal,1994-05-31 00:00:00+00:00,1994,5GtMEZEeFFsuHY8ad4kOxv,288426,11,75,unknown,male
12q3V8ShACq2PSWINMc2rC,it's too late,carole king,12n11cgnpjXKLeqrnIERoS,tapestry,unknown,0,319yZVtYM9MBGqmSQnMyY6,233173,12,75,folk rock; singer-songwriter,female
1nInOsHbtotAmEOQhtvnzP,stronger (what doesn't kill you),kelly clarkson,0VmE95pr5TSpZWucfyhO5e,stronger (deluxe version),2011-10-24 00:00:00+00:00,2011,3BmGtnKgCSGYIUhmivXKWX,221946,17,75,christmas,female
1JO1xLtVc8mWhIoE3YaCL0,happy together,the turtles,2pMxs38Y5A0mmHrcu3twvB,happy together,unknown,0,2VIoWte1HPDbZ2WqHd2La7,176293,14,75,unknown,unknown
3HMY0r2BAdpasXMY8rseR0,too sweet,hozier,6rjpYHZwFktbc0RCiTfEG6,unheard,2024-03-22 00:00:00+00:00,2024,2FXC3k01G6Gw61bmprjgqS,251424,4,75,unknown,male
5fnOrhQ4KgT5irGCjIccGH,arthur's theme (best that you can do),christopher cross,0QXYfxXpKeLlr3hueenIHB,arthur - the album [original soundtrack],2008-02-19 00:00:00+00:00,2008,695W5F2Ih8dYahLdjVOIoH,234493,9,75,soft rock; yacht rock,male
4QpuZ1Qbcd11aOtY1kGMRg,the fall,cody johnson,5CWUkGGArOj0vj7z1BogV0,leather deluxe edition,2024-11-01 00:00:00+00:00,2024,6zLBxLdl60ekBLpawtT63I,197626,25,75,country; red dirt; texas country,male
24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,saint jhn; imanbek,3GqSdhWjmMypMwPLtzoFYs,roses (imanbek remix),2019-10-09 00:00:00+00:00,2019,0H39MdGGX6dbnnQPt6NQkZ; 5rGrDvrLOV2VV8SCFVGWlj,176840,1,74,slap house,group
4JI9FH3KOYOushudtnZt0z,bodega baddie,cardi b,1LsNb6mVitbLZCxnRsbCDJ,am i the drama?,2025-09-19 00:00:00+00:00,2025,4kYSro6naA4h99UJvo89HB,104062,23,74,unknown,female
3x3K1RP3Zfi2qeMR8kyrNO,sorry i'm here for someone else,benson boone,38PKSUSFXnO4mbUhLC4ELZ,sorry i'm here for someone else,2025-02-27 00:00:00+00:00,2025,22wbnEMDvgVIAGdFeek6ET,156582,1,74,unknown,male
5RsUlxLto4NZbhJpqJbHfN,jessie's girl,rick springfield,4KKFWTePKtgb6mOwFDqxYa,working class dog,1981-03-13 00:00:00+00:00,1981,6IFXsrXBpwbIqtOUOiAa3p,194120,13,74,yacht rock,male
5kK1Iru9ogP3Iy1zsANU1n,the power of love,céline dion,6Po5zdKMIH5Xk99vjXyQpC,the colour of my love,1993-11-09 00:00:00+00:00,1993,4S9EykWXhStSc15wEx8QFK,342400,15,74,variété française,female
696DnlkuDOXcMAnKlTgXXK,roxanne,arizona zervas,6HJDrXs0hpebaRFKA1sF90,roxanne,2019-10-10 00:00:00+00:00,2019,0vRvGUQVUjytro0xpb26bs,163636,1,74,unknown,male
15MJ5NThPjj6xhPcts8MiY,"take my breath away - love theme from ""top gun""",berlin,6K8iDZW8jPaoiqSzFFebJA,top gun - motion picture soundtrack (special expanded edition),1999-01-01 00:00:00+00:00,1999,2aS6jYh7ysTL1ZUsHneNgM,255733,15,74,unknown,unknown
2G7V7zsVDxg1yRsu7Ew9RJ,in my feelings,drake,1ATL5GLyefJaxhQzSPVrLX,scorpion,2018-06-29 00:00:00+00:00,2018,3TVXtAsR1Inumwj472S9r4,217925,25,74,rap,male
7ytR5pFWmSjzHJIeQkgog4,rockstar (feat. roddy ricch),dababy; roddy ricch,623PL2MBg50Br5dLXC9E9e,blame it on baby,2020-04-17 00:00:00+00:00,2020,4r63FhuTkUYltbVAg5TQnk; 757aE44tKEUQEqRuT6GnEB,181733,13,74,melodic rap,group
6M1vkKMDQZoh1sbH4asNcF,pick it up (feat. selena gomez),cardi b; selena gomez,1LsNb6mVitbLZCxnRsbCDJ,am i the drama?,2025-09-19 00:00:00+00:00,2025,4kYSro6naA4h99UJvo89HB; 0C8ZW7ezQVs4URX5aX7Kqx,160782,23,74,unknown,group
1eyq8cjUQ2daFthW2PC2GM,glory of love,peter cetera,1O2sEdKLsSHROEyYgUQmnb,solitude / solitaire,unknown,0,5xWPOujQqd4wXyB08slZ9Z,258333,9,74,soft rock,male
2aBxt229cbLDOvtL7Xbb9x,always be my baby,mariah carey,1ibYM4abQtSVQFQWvDSo4J,daydream,1995-10-03 00:00:00+00:00,1995,4iHNK0tOyZPYnBU7nGAgpQ,258133,12,74,christmas,female
3gsCAGsWr6pUm1Vy7CPPob,killing me softly with his song,roberta flack,4GxrvKiysSiDU1HHifh1PA,killing me softly,unknown,0,0W498bDDNlJIrYMKXdpLHA,286920,8,74,adult standards,female
54p6vNJwGkt4FTaM8SCsxt,good news,shaboozey,7cBvtedB1E62VoOdnGx51w,good news,2024-11-15 00:00:00+00:00,2024,3y2cIKLjiOlp1Np37WiUdH,199209,1,74,unknown,male
6tS3XVuOyu10897O3ae7bi,california gurls,katy perry; snoop dogg,5BvgP623rtvlc0HDcpzquz,teenage dream: the complete confection,2012-03-12 00:00:00+00:00,2012,6jJ0s89eD6GaHleKKya26X; 7hJcb9fa4alzcOq3EaNPoG,234653,19,74,g-funk; gangster rap; hip hop; old school hip hop; pop; rap; west coast hip hop,group
225xvV8r1yKMHErSWivnow,"i don't want to miss a thing - from ""armageddon"" soundtrack",aerosmith,4f7HKjBnjpMsDBDTHYV890,armageddon - the album,1998-06-23 00:00:00+00:00,1998,7Ey4PD4MYsKc5I2dolUwbH,298760,14,74,classic rock; rock,unknown
1yg7fwwYmx9DQ2TdXUmfpJ,holding back the years - 2008 remaster,simply red,4pk3tltFMVlT06MLJfmWTT,picture book (expanded version),unknown,0,1fa0cOhromAZdq2xRA4vv8,269840,15,74,unknown,unknown
0xxZY5C9xxij3D1HkzbnfC,monster mash,"bobby ""boris"" pickett; the crypt-kickers",1yW6XU0pw5ZqDeu81OAaCr,the original monster mash,unknown,0,42MRYPhQfcEXqb18dl5ERX; 4frDtYgwXXKkbyQzjOmJG5,192040,16,74,unknown,group
2AW37v0bDyuOzGP3XnmFuA,it's gonna be me,*nsync,20RMokVwJ2wjQ0s8FOdOFC,no strings attached,2000-03-21 00:00:00+00:00,2000,6Ff53KvcvAj5U7Z1vojB5o,192426,12,74,unknown,unknown
27NovPIUIRrOZoCHxABJwK,industry baby (feat. jack harlow),lil nas x; jack harlow,622NFw5Yk0OReMJ2XWcXUh,industry baby (feat. jack harlow),2021-07-23 00:00:00+00:00,2021,7jVv8c5Fj3E9VhNjxT4snq; 2LIk90788K0zvyj2JJVwkJ,212000,1,74,unknown,group
0wHFktze2PHC5jDt3B17DC,first class,jack harlow,2eE8BVirX9VF8Di9hD90iw,come home the kids miss you,2022-05-06 00:00:00+00:00,2022,2LIk90788K0zvyj2JJVwkJ,173947,15,74,unknown,male
5MnPcgXz4RXqx09nIqvHKX,hello,cardi b,1LsNb6mVitbLZCxnRsbCDJ,am i the drama?,2025-09-19 00:00:00+00:00,2025,4kYSro6naA4h99UJvo89HB,155006,23,74,unknown,female
0iOZM63lendWRTTeKhZBSC,"mrs. robinson - from ""the graduate"" soundtrack",simon & garfunkel,3bzgbgiytguTDnwzflAZr2,bookends,1968-04-03 00:00:00+00:00,1968,70cRZdQywnSFp9pnc2WTCE,244026,12,74,folk; folk rock,unknown
5jrdCoLpJSvHHorevXBATy,dark horse,katy perry; juicy j,5MQBzs5YlZlE28mD9yUItn,prism (deluxe),2013-10-18 00:00:00+00:00,2013,6jJ0s89eD6GaHleKKya26X; 5gCRApTajqwbnHHPbr2Fpi,215672,16,74,crunk; pop,group
62LJFaYihsdVrrkgUOJC05,kiss,prince,54DjkEN3wdCQgfCTZ9WjdB,parade - music from the motion picture under the cherry moon,1986-03-31 00:00:00+00:00,1986,5a2EaR3hamoenG9rDuVn8j,226240,12,74,funk; funk rock,male
6V50MyHPGhEmwYu0Wdyf0t,the way it is,bruce hornsby and the range,243jhZJtyIZtEkrD6vhRLn,the way it is,1986-06-02 00:00:00+00:00,1986,7CwJ4VEWs7HV7MWQt9cgyk,297853,9,74,unknown,unknown
7fa9MBXhVfQ8P8Df9OEbD8,girls like you (feat. cardi b) - cardi b version,maroon 5; cardi b,1Li4rADxSxjT2g4xqUcMYh,red pill blues (deluxe),2018-06-15 00:00:00+00:00,2018,04gDigrS5kc9YWfZHwBETP; 4kYSro6naA4h99UJvo89HB,235545,22,73,pop,group
0xpBr84T3FTm9j4D1MdPtk,invisible touch - 2007 remaster,genesis,632b0oXuFpstA4DO2cUKdG,invisible touch (2007 remaster),1986-06-09 00:00:00+00:00,1986,3CkvROUTQ6nRi9yQOcsB50,208026,8,73,art rock; progressive rock,unknown
6Hu6dzwlvoyg3zBUC8k4BK,sailing,christopher cross,2m2nl8cBT7bEgIA6LLmgah,christopher cross,unknown,0,695W5F2Ih8dYahLdjVOIoH,256146,9,73,soft rock; yacht rock,male
5sra5UY6sD658OabHL3QtI,empire state of mind (part ii) broken down,alicia keys,0Rxab8t0y7GlaTJTHX2wEN,the element of freedom,2009-12-15 00:00:00+00:00,2009,3DiDSECUqqY1AuBP8qtaIa,216480,14,73,neo soul; r&b,female
7oDd86yk8itslrA9HRP2ki,die for you - remix,the weeknd; ariana grande,6Exo0MYoL3XammoTDeihFy,die for you (remix),2023-02-24 00:00:00+00:00,2023,1Xyo4u8uXC1ZmMpatF05PJ; 66CXWjxzNUsdJxJ2JdwvnR,232857,1,73,pop,group
4INDiWSKvqSKDEu7mh8HFz,mo money mo problems (feat. puff daddy & mase) - 2014 remaster,the notorious b.i.g.; mase; diddy,7dRdaGSxgcBdJnrOviQRuB,life after death (2014 remastered edition),1997-03-04 00:00:00+00:00,1997,5me0Irg2ANcsgc93uaYrpb; 1wiBLzTI7z9RUwEpNPdFT6; 59wfkuBoNyhDMQGCljbUbA,257399,24,73,east coast hip hop; gangster rap; hip hop; old school hip hop,group
0aWHb6ujnlXkmmOI1ltStc,burning blue,mariah the scientist,02DSnnPzc0do4lZmfJjeeg,burning blue,2025-05-02 00:00:00+00:00,2025,7HO5fOXE4gh3lzZn64tX2E,205724,1,73,alternative r&b,female
6Ac4NVYYl2U73QiTt11ZKd,hooked on a feeling,blue swede; björn skifs,6fBMaH0IiymemwFKmn18Ze,hooked on a feeling,1974-04-01 00:00:00+00:00,1974,0UpuH5U4nZ3UGGUJi0Zfbp; 1Ek3VdZ8EPmcvgRIqnHlrF,172866,1,73,unknown,group
41dDygR3r7e926oGUXfrLt,i can't go for that (no can do),daryl hall & john oates,7rfpaXxmQG7dnFycZjLae0,private eyes (expanded edition),unknown,0,77tT1kLj6mCWtFNqiOmP9H,307306,13,73,soft rock; yacht rock,unknown
5z7mYFfhw6N6f23VwrokJD,the way you move (feat. sleepy brown),outkast; sleepy brown,1UsmQ3bpJTyK6ygoOOjG1r,speakerboxxx/the love below,unknown,0,1G9G7WwrXka3Z1r7aIDjI7; 7Dnu2NmddNymEI2LMZVH5v,234000,40,73,hip hop; southern hip hop,group
57JVGBtBLCfHw2muk5416J,another one bites the dust - remastered 2011,queen,6wPXUmYJ9mOWrKlLzZ5cCa,the game (deluxe remastered version),1980-06-27 00:00:00+00:00,1980,1dfeR4HaWDbWqFHLkxsg1d,214653,15,73,classic rock; glam rock; rock,unknown
17CPezzLWzvGfpZW6X8XT0,"say you, say me",lionel richie,5IvqScO5vIXQ2zrxtpCVHf,dancing on the ceiling (expanded edition),unknown,0,3gMaNLQm7D9MornNILzdSl,241066,13,73,motown,male
2QsZVnbWVSjKMXK6K3uRBL,u remind me,usher,6k16WXh4rKyusIoN00rmpi,8701,2001-08-07 00:00:00+00:00,2001,23zg3TcAtWQy7J6upgbUnj,266893,15,73,r&b,male
7J41dYQolQJEtj3UmKLu5r,u got it bad,usher,6k16WXh4rKyusIoN00rmpi,8701,2001-08-07 00:00:00+00:00,2001,23zg3TcAtWQy7J6upgbUnj,247840,15,73,r&b,male
6WrI0LAC5M1Rw2MnX2ZvEg,don't start now,dua lipa,0ix3XtPV1LwmZADsprKxcp,don't start now,2019-10-31 00:00:00+00:00,2019,6M2wZ9GZgrQXHCFfjv46we,183290,1,73,pop,female
1KU5EHSz04JhGg3rReGJ0N,black velvet,alannah myles,1Ghv7iViywM23K8BRFggQv,alannah myles,unknown,0,6IYnSXO40Bh7Zdqhf6rQoj,287440,10,73,unknown,female
7BY005dacJkbO6EPiOh2wb,house of the rising sun,the animals,0Xwkx2TLFwRcoK0OWQ0Msa,the animals,1964-01-01 00:00:00+00:00,1964,3ICflSq6ZgYAIrm2CTkfVP,271280,13,73,classic rock,unknown
43btz2xjMKpcmjkuRsvxyg,jack & diane,john mellencamp,4gouGcdQn9OvjX42xnWrF0,american fool,unknown,0,3lPQ2Fk5JOwGWAF3ORFCqH,254493,10,73,classic rock,male
5uuJruktM9fMdN9Va0DUMl,play that funky music,wild cherry,27ompw8zlrCkWMacS21ysX,wild cherry,unknown,0,4apX9tIeHb85yPyy4F6FJG,300000,9,73,funk; funk rock,unknown
1mh9eHVRdNhzryG43PXdW1,mutt,leon thomas,0b64yYszabe2wxhG1PiSQo,mutt,2024-08-09 00:00:00+00:00,2024,0nnBZ8FXWjG9wZgM2cpfeb,193333,1,73,unknown,male
2v7ywbUzCgcVohHaKUcacV,like a prayer,madonna,48AGkmM7iO4jrELRnNZGPV,like a prayer,1989-03-21 00:00:00+00:00,1989,6tbjWDEIzxoDsBA1FuhfPW,340866,11,73,unknown,female
7s25THrKz86DM225dOYwnr,respect,aretha franklin,5WndWfzGwCkHzAbQXVkg2V,i never loved a man the way i love you,1967-03-10 00:00:00+00:00,1967,7nwUJBm0HE4ZxD3f5cy5ok,147600,14,73,classic soul; jazz blues; motown; soul,female
3XKIUb7HzIF1Vu9usunMzc,maria maria (feat. the product g&b),santana; the product g&b,10aiDpdFGyfCFEcqpx6XTq,supernatural (remastered),1999-06-15 00:00:00+00:00,1999,6GI52t8N5F02MxU0g5U69P; 782IpIScTpnDhYb9hyxOu1,261973,14,73,unknown,group
5jnxxpX2834SB6LJ0S73Uz,lollipop,lil wayne; static major,1Do3y8IAcbYOToYQJnGwSO,tha carter iii,2008-01-01 00:00:00+00:00,2008,55Aa2cqylxrFIXC767Z865; 3pbi8H08p95NUZ7m6ybxUV,299333,23,73,hip hop; rap,group
4rcHWl68ai6KvpXlc8vbnE,keep on loving you,reo speedwagon,0X4ZNTZw7SYgrp5rlBQC3N,hi infidelity (30th anniversary edition),unknown,0,55vs7NT1KxcFjbMC4y202E,200293,19,73,aor; classic rock; soft rock,unknown
1lx8ddGT5wCD6W2xmLeRKG,saving all my love for you,whitney houston,2MH37enG6IPvNK5QFLyKes,whitney houston,1985-02-14 00:00:00+00:00,1985,6XpaIBNiVzIetEPCWDvAFP,237136,10,73,unknown,female
3gnBcl5KRYTzIQyCOQug6F,dead (feat. summer walker),cardi b; summer walker,1LsNb6mVitbLZCxnRsbCDJ,am i the drama?,2025-09-19 00:00:00+00:00,2025,4kYSro6naA4h99UJvo89HB; 57LYzLEk2LcFghVwuWbcuS,267441,23,73,r&b,group
7dHblXsJTRemgyIvFNJE7t,magnet,cardi b,1LsNb6mVitbLZCxnRsbCDJ,am i the drama?,2025-09-19 00:00:00+00:00,2025,4kYSro6naA4h99UJvo89HB,178358,23,73,unknown,female
5yY9lUy8nbvjM1Uyo1Uqoc,life is good (feat. drake),future; drake,5uCEoLCj3ZZZ1EtzQdQWVl,life is good (feat. drake),2020-01-10 00:00:00+00:00,2020,1RyvyyTE3xzB2ZywiAwp0i; 3TVXtAsR1Inumwj472S9r4,237735,1,72,rap,group
7Eb9i3xmiLuY5MiY6AhzzL,last one to know,gavin adcock,4zzLitRvQXzr4Eu2UVz0Nh,last one to know,2025-06-27 00:00:00+00:00,2025,5jG6uRqinuI83luutMpW6y,177024,2,72,country; red dirt,male
3HlWVKwU0JqJXqJK9DWHnZ,i'm the problem,morgan wallen,0mc2gCpCL7rXvz6HGR6evD,i'm the problem,2025-01-31 00:00:00+00:00,2025,4oUHIQIBe0LHzYfvXNW4QM,177811,1,72,country,male
5HQ639Z3ms3hnZx0KfWnkp,private eyes,daryl hall & john oates,7rfpaXxmQG7dnFycZjLae0,private eyes (expanded edition),unknown,0,77tT1kLj6mCWtFNqiOmP9H,217200,13,72,soft rock; yacht rock,unknown
1Qrdlkgg9I4J7r3P4kZNwr,missing you,john waite,65Uo74eW8L3zXUxSOlSm6H,no brakes,1984-01-01 00:00:00+00:00,1984,2TPyCsRoh2tjeZLTQ2ojlj,269760,9,72,arena rock,male
064SVQsmWl5EF0zahmzkQk,let your love flow,the bellamy brothers,77EM0wkGevYQcBo1AJt7B0,bellamy brothers,1976-07-01 00:00:00+00:00,1976,5iB5AWIa7qreioi0AF3Bxa,196826,10,72,classic country,unknown
6F5c58TMEs1byxUstkzVeM,roar,katy perry,5MQBzs5YlZlE28mD9yUItn,prism (deluxe),2013-10-18 00:00:00+00:00,2013,6jJ0s89eD6GaHleKKya26X,223546,16,72,pop,female
6KBYefIoo7KydImq1uUQlL,bodak yellow,cardi b,4KdtEKjY3Gi0mKiSdy96ML,invasion of privacy,2018-04-06 00:00:00+00:00,2018,4kYSro6naA4h99UJvo89HB,223712,13,72,unknown,female
4u2pk0zATUkEeMtuuMtu46,worst way,riley green,2pEZkJlkzLMBXPUPWyQJxn,worst way,2024-03-29 00:00:00+00:00,2024,2QMsj4XJ7ne2hojxt6v5eb,220558,1,72,country,male
5CM4UuQ9Gnd6K2YyKGPMoK,bad habit,steve lacy,69JpAhN3XgLkOsJ7MCtW4V,bad habit,2022-06-29 00:00:00+00:00,2022,57vWImR43h4CaDao012Ofp,232114,1,72,unknown,male
7EsjkelQuoUlJXEw7SeVV4,black or white,michael jackson,0oX4SealMgNXrvRDhqqOKg,dangerous,1991-11-13 00:00:00+00:00,1991,3fMbdgg4jU18AjLCKBhRSm,254933,14,72,unknown,male
6yIaRllz0lCXuISYsqyCNH,don’t mind if i do (ft. ella langley),riley green; ella langley,5tecOHW8icfevqfej3QEhg,don’t mind if i do (ft. ella langley),2024-09-06 00:00:00+00:00,2024,2QMsj4XJ7ne2hojxt6v5eb; 6BRxQ8cD3eqnrVj6WKDok8,218946,1,72,country,group
4rFqRV4UCQubpw348acBq3,shot callin,youngboy never broke again,68SBxb7HlBIt6gIcKsS5A7,shot callin,2025-05-06 00:00:00+00:00,2025,7wlFDEWiM5OoIAt8RSli8b,225185,1,72,unknown,male
6IwKcFdiRQZOWeYNhUiWIv,no one,alicia keys,6KlxyxhXEDo1LdheFulN7h,as i am (expanded edition),2007-11-09 00:00:00+00:00,2007,3DiDSECUqqY1AuBP8qtaIa,253813,17,72,neo soul; r&b,female
0weAUscowxeqDtpCgtbpgp,gettin' jiggy wit it,will smith,2esWeP8Ln1sXA0jbDmi3Zq,big willie style,1997-10-03 00:00:00+00:00,1997,41qil2VaGbD194gaEcmmyx,227933,16,72,unknown,male
64UioB4Nmwgn2f4cbIpAkl,it's still rock and roll to me,billy joel,5sztejERqpktXEdemlUvU5,glass houses,1980-03-12 00:00:00+00:00,1980,6zFYqv1mOsgBRQbae3JJ9e,176440,10,72,soft rock,male
3G7tRC24Uh09Hmp1KZ7LQ2,i'm a believer - 2006 remaster,the monkees,50zHjIiTOZM232gnWvOydX,more of the monkees (deluxe edition),1967-01-09 00:00:00+00:00,1967,320EPCSEezHt1rtbfwH6Ck,167373,30,72,unknown,unknown
0Dm43YLUlGdePpSbI1ct8h,part-time lover,stevie wonder,1nLKZqTGA48v3I8dNFkvQt,in square circle,1985-09-13 00:00:00+00:00,1985,7guDJrEfX3qb6FEbdPA5qi,252560,10,72,classic soul; motown; soul,male
6Qb7gtV6Q4MnUjSbkFcopl,50 ways to leave your lover,paul simon,4A366gjTrYQwmRtkTezF2W,still crazy after all these years,1975-10-25 00:00:00+00:00,1975,2CvCyf1gEVhI0mX6aFXmVI,217346,12,72,singer-songwriter,male
0SjnBEHZVXgCKvOrpvzL2k,sundown,gordon lightfoot,2IPD9EcNjUmsHvqULDMU9Y,sundown,unknown,0,23rleGXVOVVgTk3xgtmfE4,213400,10,72,folk; folk rock; singer-songwriter; yacht rock,male
0eqH0ALoDQevq59YcQ53KE,hollaback girl,gwen stefani,34y7m68F7rN9ou6m5GWohR,love. angel. music. baby.,2004-11-12 00:00:00+00:00,2004,4yiQZ8tQPux8cPriYMWUFP,199853,13,72,unknown,female
3m0y8qLoznUYi73SUBP8GI,ghostbusters,ray parker jr.,0epcJ1L57tp3SF30aKyeWa,ghostbusters (original motion picture soundtrack) [2016],2016-07-15 00:00:00+00:00,2016,0NyzfcGDZZ6GM25EBG9BYK,245253,14,72,unknown,male
6qc34bnVOyqGDPni8H5W0U,amazed,lonestar,7ykiOoPC4GLrVYSDVdDGq2,lonely grill,unknown,0,3qbnxnvUqR14MJ9g8QwZJK,240866,12,72,country,unknown
2gSNBigeWMVtY3QBIvPAEc,bad - 2012 remaster,michael jackson,3Us57CjssWnHjTUIXBuIeH,bad (remastered),1987-08-31 00:00:00+00:00,1987,3fMbdgg4jU18AjLCKBhRSm,247360,11,72,unknown,male
4uvjOKsp7mSjrDhWdkLPBY,i think we're alone now,tiffany,0ORrRtBqjERyBBZWSsSw9C,tiffany,1987-01-01 00:00:00+00:00,1987,4C3uGP8vRDzxrhJxZiOjTe,228840,10,71,unknown,female
5t9KYe0Fhd5cW6UYT4qP8f,good vibrations - remastered 2001,the beach boys,37rNuexqEXWeSIOiJtn3A9,smiley smile (remastered),1967-09-18 00:00:00+00:00,1967,3oDbviiivRWhXwIE8hxkVV,219026,11,71,baroque pop,unknown
6fkvIT9KFKxO8poBeKfaEf,one more night - 2016 remaster,phil collins,1rVhockt4RAiZFaK3M3zPB,no jacket required (2016 remaster),1985-01-25 00:00:00+00:00,1985,4lxfqrEsLX6N1N4OCSkILp,288973,11,71,soft rock,male
1ZPlNanZsJSPK5h9YZZFbZ,like a virgin,madonna,2IU9ftOgyRL2caQGWK1jjX,like a virgin,1984-11-12 00:00:00+00:00,1984,6tbjWDEIzxoDsBA1FuhfPW,218626,11,71,unknown,female
